meta_score,title,platform,date,user_score,link,esrb_rating,developers,genres
82,Professor Layton and the Miracle Mask,3DS,"Oct 28, 2012",8.1,/game/3ds/professor-layton-and-the-miracle-mask,E10+,['Level 5'],"['Puzzle', 'Miscellaneous', 'Puzzle', 'General', 'Puzzle', 'General']"
,New Super Mario Bros. 2: Coin Challenge Pack B,3DS,"Oct 25, 2012",7.1,/game/3ds/new-super-mario-bros-2-coin-challenge-pack-b,E,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
,New Super Mario Bros. 2: Gold Mushroom Pack,3DS,"Oct 25, 2012",7.5,/game/3ds/new-super-mario-bros-2-gold-mushroom-pack,E,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
76,Style Savvy: Trendsetters,3DS,"Oct 22, 2012",7.6,/game/3ds/style-savvy-trendsetters,E,['syn Sophia'],"['Simulation', 'Miscellaneous', 'General', 'General', 'Virtual', 'Career']"
67,Sparkle Snapshots 3D,3DS,"Oct 18, 2012",,/game/3ds/sparkle-snapshots-3d,,"['Atlus Co.', ' Atlus']","['Miscellaneous', 'General', 'General']"
,Wii Sports/Wii Sports Resort,WII,"Oct 15, 2012",8.8,/game/wii/wii-sportswii-sports-resort,E,['Nintendo'],"['Miscellaneous', 'Compilation', 'Compilation']"
80,Pokemon Black Version 2,DS,"Oct 7, 2012",7.8,/game/ds/pokemon-black-version-2,E,['Game Freak'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Trainer']"
80,Pokemon White Version 2,DS,"Oct 7, 2012",7.9,/game/ds/pokemon-white-version-2,E,['Game Freak'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Trainer']"
54,Pokemon Dream Radar,3DS,"Oct 7, 2012",5.7,/game/3ds/pokemon-dream-radar,E,['Creatures Inc.'],"['Action', 'General', 'Miscellaneous', 'General', 'General']"
,New Super Mario Bros. 2: Coin Challenge Pack A,3DS,"Oct 4, 2012",7.9,/game/3ds/new-super-mario-bros-2-coin-challenge-pack-a,E,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
,New Super Mario Bros. 2: Gold Rush Pack,3DS,"Oct 4, 2012",7.3,/game/3ds/new-super-mario-bros-2-gold-rush-pack,E,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
,New Super Mario Bros. 2: Nerve-Wrack Pack,3DS,"Oct 4, 2012",7.5,/game/3ds/new-super-mario-bros-2-nerve-wrack-pack,E,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
81,Art Academy: Lessons for Everyone,3DS,"Oct 1, 2012",7.6,/game/3ds/art-academy-lessons-for-everyone,E,"['Nintendo', ' Headstrong Games']","['Miscellaneous', 'Edutainment', 'Edutainment']"
,Art Academy: Lessons for Everyone,3DS,"Oct 1, 2012",,/game/3ds/art-academy-lessons-for-everyone,E,"['Nintendo', ' Headstrong Games']","['Miscellaneous', 'Edutainment', 'Edutainment']"
,Crosswords Plus,3DS,"Oct 1, 2012",7.5,/game/3ds/crosswords-plus,E,['Nintendo Software Technology'],"['Miscellaneous', 'Puzzle', 'General', 'Puzzle', 'Logic', 'General']"
59,Inazuma Eleven Strikers,WII,"Sep 28, 2012",8.0,/game/wii/inazuma-eleven-strikers,,['Level 5'],"['Sports', 'General']"
82,Kirby's Dream Collection: Special Edition,WII,"Sep 16, 2012",8.8,/game/wii/kirbys-dream-collection-special-edition,E10+,['HAL Labs'],"['Miscellaneous', 'Compilation', 'Compilation']"
78,New Super Mario Bros. 2,3DS,"Aug 19, 2012",7.2,/game/3ds/new-super-mario-bros-2,E,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
77,Project Zero 2: Wii Edition,WII,"Jun 29, 2012",8.6,/game/wii/project-zero-2-wii-edition,,['Koei Tecmo Games'],"['Action Adventure', 'Horror']"
80,Pokemon Conquest,DS,"Jun 18, 2012",8.3,/game/ds/pokemon-conquest,E,['Koei'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
,New Play Control! Pikmin 2,WII,"Jun 10, 2012",8.7,/game/wii/new-play-control!-pikmin-2,E,['Nintendo'],"['Strategy', 'Real-Time', 'Fantasy', 'General', 'Fantasy']"
69,Mario Tennis Open,3DS,"May 20, 2012",6.9,/game/3ds/mario-tennis-open,E,['Camelot Software Planning'],"['Sports', 'Traditional', 'Individual', 'Tennis', 'Tennis']"
54,Spirit Camera: The Cursed Memoir,3DS,"Apr 13, 2012",6.4,/game/3ds/spirit-camera-the-cursed-memoir,T,['Tecmo Koei Games'],"['Action Adventure', 'Horror', 'Horror', 'Survival']"
76,Ketzal's Corridors,3DS,"Apr 12, 2012",7.6,/game/3ds/ketzals-corridors,E,['Keys Factory'],"['General', 'Miscellaneous', 'Puzzle', 'Action', 'Puzzle', 'Action']"
92,Xenoblade Chronicles,WII,"Apr 6, 2012",9.2,/game/wii/xenoblade-chronicles,T,['Monolith Soft'],"['Role-Playing', 'Action RPG', 'Console-style RPG', 'Action RPG']"
83,Kid Icarus: Uprising,3DS,"Mar 23, 2012",8.7,/game/3ds/kid-icarus-uprising,E10+,"['Opus', ' Project Sora']","['Action Adventure', 'Fantasy', 'General', 'Fantasy']"
77,3D Classics: Kid Icarus,3DS,"Mar 23, 2012",7.4,/game/3ds/3d-classics-kid-icarus,E,['Arika'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
74,Inazuma Eleven 2: Firestorm,DS,"Mar 16, 2012",8.2,/game/ds/inazuma-eleven-2-firestorm,,['Level 5'],"['Sports', 'General']"
74,Inazuma Eleven 2: Blizzard,DS,"Mar 16, 2012",8.3,/game/ds/inazuma-eleven-2-blizzard,,['Level 5'],"['Sports', 'General']"
73,Mario Party 9,WII,"Mar 11, 2012",6.9,/game/wii/mario-party-9,E,['Nd Cube'],"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']"
60,PokePark 2: Wonders Beyond,WII,"Feb 27, 2012",7.6,/game/wii/pokepark-2-wonders-beyond,E,['Creatures Inc.'],"['Action Adventure', 'Adventure', 'General', 'Fantasy', 'General', 'Fantasy']"
65,Dillon's Rolling Western,3DS,"Feb 22, 2012",7.5,/game/3ds/dillons-rolling-western,E10+,['Vanpool'],"['Action', 'General', 'General']"
83,Rhythm Heaven Fever,WII,"Feb 13, 2012",8.3,/game/wii/rhythm-heaven-fever,E,['Nintendo'],"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']"
46,One Piece: Unlimited Cruise SP,3DS,"Feb 10, 2012",7.0,/game/3ds/one-piece-unlimited-cruise-sp,,['Bandai Namco Games'],"['Action', 'General']"
74,Sakura Samurai: Art of the Sword,3DS,"Feb 2, 2012",7.3,/game/3ds/sakura-samurai-art-of-the-sword,T,['Grounding Inc.'],"['Action', 'General', 'General']"
,Pro Wrestling,WII,TBA,,/game/wii/pro-wrestling,E,['Nintendo'],"['Action', 'Fighting', 'Wrestling']"
,The Legend of Zelda: Link's Awakening DX,3DS,TBA 2011,,/game/3ds/the-legend-of-zelda-links-awakening-dx,,['Nintendo'],"['Action Adventure', 'Fantasy']"
,Super Mario Land,3DS,TBA 2011,,/game/3ds/super-mario-land,,['Nintendo'],"['Action', 'Platformer', '2D']"
,Deer Drive Legends,3DS,TBA,,/game/3ds/deer-drive-legends,T,['Raylight Studios'],"['Sports', 'Individual', 'Nature', 'Hunting', 'Hunting']"
,Swapnote,3DS,"Dec 22, 2011",7.1,/game/3ds/swapnote,,['Nintendo'],"['Miscellaneous', 'General', 'General', 'Application']"
90,Pushmo,3DS,"Dec 8, 2011",8.3,/game/3ds/pushmo,E,['Intelligent Systems'],"['Miscellaneous', 'Puzzle', 'Action', 'Puzzle', 'Action']"
68,Fortune Street,WII,"Dec 5, 2011",7.5,/game/wii/fortune-street,E,['Marvelous AQL'],"['Miscellaneous', 'Board Games', 'Board Games', 'Board / Card Game']"
85,Mario Kart 7,3DS,"Dec 4, 2011",8.2,/game/3ds/mario-kart-7,E,"['Retro Studios', ' Entertainment Analysis & Development Division']","['Driving', 'Racing', 'Arcade', 'Kart', 'Kart', 'Automobile']"
93,The Legend of Zelda: Skyward Sword,WII,"Nov 20, 2011",8.1,/game/wii/the-legend-of-zelda-skyward-sword,E10+,['Nintendo'],"['Action Adventure', 'Fantasy', 'General', 'Fantasy', 'Open-World']"
77,3D Classics: Kirby's Adventure,3DS,"Nov 17, 2011",8.0,/game/3ds/3d-classics-kirbys-adventure,E,['Arika'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
68,Fossil Fighters: Champions,DS,"Nov 14, 2011",7.9,/game/ds/fossil-fighters-champions,E,"['RED Entertainment', ' Artdink']","['Role-Playing', 'General', 'General']"
90,Super Mario 3D Land,3DS,"Nov 13, 2011",8.4,/game/3ds/super-mario-3d-land,E,['Nintendo'],"['Action', 'Platformer', 'Platformer', '3D', '3D']"
68,"Freakyforms: Your Creations, Alive!",3DS,"Nov 10, 2011",7.7,/game/3ds/freakyforms-your-creations-alive!,E,"['Asobism', ' Co. ltd.']","['Miscellaneous', 'General', 'General']"
77,Kirby's Return to Dream Land,WII,"Oct 24, 2011",8.7,/game/wii/kirbys-return-to-dream-land,E10+,['HAL Labs'],"['General', 'Action', 'Platformer', 'Platformer', '2D', '2D']"
56,Pokemon Rumble Blast,3DS,"Oct 24, 2011",6.8,/game/3ds/pokemon-rumble-blast,E10+,['Ambrella'],"['Action', 'General', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D', '3D']"
83,Professor Layton and the Last Specter,DS,"Oct 18, 2011",8.3,/game/ds/professor-layton-and-the-last-specter,E10+,['Level 5'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
74,Tetris Axis,3DS,"Oct 2, 2011",7.1,/game/3ds/tetris-axis,E,['Hudson Soft'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'Stacking', 'Stacking']"
85,The Legend of Zelda: Four Swords Anniversary Edition,DS,"Sep 28, 2011",7.5,/game/ds/the-legend-of-zelda-four-swords-anniversary-edition,E10+,['GREZZO'],"['Action Adventure', 'Fantasy', 'General', 'Fantasy']"
68,3D Classics: TwinBee,3DS,"Sep 22, 2011",7.3,/game/3ds/3d-classics-twinbee,E,['Arika'],"['Action', 'Shooter', 'Shooter', 'Scrolling', 'Scrolling', ""Shoot-'Em-Up"", 'Vertical']"
83,Kirby Mass Attack,DS,"Sep 19, 2011",8.1,/game/ds/kirby-mass-attack,E,['HAL Labs'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
77,Dragon Quest Monsters: Joker 2,DS,"Sep 19, 2011",7.5,/game/ds/dragon-quest-monsters-joker-2,E,['TOSE'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Japanese-Style', 'Trainer']"
81,Star Fox 64 3D,3DS,"Sep 9, 2011",8.1,/game/3ds/star-fox-64-3d,E10+,['Nintendo'],"['Action', 'Shooter', 'Shooter', 'Rail', 'Rail']"
74,Inazuma Eleven,DS,"Aug 26, 2011",7.9,/game/ds/inazuma-eleven,E,['Level 5'],"['Sports', 'Traditional', 'Soccer', 'Arcade']"
37,3D Classics: Urban Champion,3DS,"Aug 18, 2011",5.7,/game/3ds/3d-classics-urban-champion,E10+,['Arika'],"['Action', 'Fighting', 'Fighting', '2D', '2D']"
56,3D Classics: Xevious,3DS,"Jul 21, 2011",5.8,/game/3ds/3d-classics-xevious,E,['Arika'],"['Action', 'Shooter', 'Shooter', 'Scrolling', 'Scrolling', ""Shoot-'Em-Up"", 'Vertical']"
,Nintendo Video,3DS,"Jul 21, 2011",5.9,/game/3ds/nintendo-video,,['Nintendo'],"['Miscellaneous', 'General', 'General']"
65,Mystery Case Files: The Malgrave Incident,WII,"Jun 29, 2011",8.0,/game/wii/mystery-case-files-the-malgrave-incident,E,['Sanzaru Games'],"['Miscellaneous', 'Puzzle', 'Hidden Object', 'Puzzle', 'General']"
94,The Legend of Zelda: Ocarina of Time 3D,3DS,"Jun 19, 2011",9.0,/game/3ds/the-legend-of-zelda-ocarina-of-time-3d,E10+,['GREZZO'],"['Miscellaneous', 'Action Adventure', 'Fantasy', 'Fantasy', 'Compilation', 'Open-World']"
60,Wii Play: Motion,WII,"Jun 13, 2011",6.6,/game/wii/wii-play-motion,E10+,"['Nintendo', ' Good-Feel']","['Miscellaneous', 'Party', 'Party', 'Party / Minigame']"
69,Pokedex 3D,3DS,"Jun 6, 2011",6.6,/game/3ds/pokedex-3d,E,['Creatures Inc.'],"['Miscellaneous', 'General', 'General', 'Application']"
,3D Classics: Excitebike,3DS,"Jun 6, 2011",6.6,/game/3ds/3d-classics-excitebike,E,['Arika'],"['Driving', 'Racing', 'Arcade', 'Motorcycle', 'Other', 'Automobile', 'Motocross', 'Motocross']"
71,Nintendogs + Cats: Golden Retriever & New Friends,3DS,"Mar 27, 2011",7.2,/game/3ds/nintendogs-+-cats-golden-retriever-new-friends,E,['Nintendo'],"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual Life', 'Virtual', 'Pet']"
71,Pilotwings Resort,3DS,"Mar 27, 2011",7.2,/game/3ds/pilotwings-resort,E,['Monster Games Inc.'],"['Simulation', 'Flight', 'Civilian Plane', 'Civilian Plane', 'Civilian']"
58,Steel Diver,3DS,"Mar 27, 2011",6.3,/game/3ds/steel-diver,E10+,"['Nintendo', ' Vitei']","['Action', 'Simulation', 'General', 'Submarine', 'Submarine', 'Marine', 'Combat']"
71,Nintendogs + Cats: Toy Poodle & New Friends,3DS,"Mar 27, 2011",7.1,/game/3ds/nintendogs-+-cats-toy-poodle-new-friends,E,['Nintendo'],"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual Life', 'Virtual', 'Pet']"
71,Nintendogs + Cats: French Bulldog & New Friends,3DS,"Mar 27, 2011",7.1,/game/3ds/nintendogs-+-cats-french-bulldog-new-friends,E,['Nintendo'],"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual Life', 'Virtual', 'Pet']"
,AR Games,3DS,"Mar 27, 2011",7.1,/game/3ds/ar-games,E,['Nintendo'],"['Miscellaneous', 'General', 'General']"
,Face Raiders,3DS,"Mar 27, 2011",7.1,/game/3ds/face-raiders,E,['HAL Labs'],"['Action', 'General', 'General', 'Shooter', 'Light Gun']"
,StreetPass Mii Plaza,3DS,"Mar 27, 2011",7.6,/game/3ds/streetpass-mii-plaza,E,['Nintendo'],"['Role-Playing', 'General', 'General']"
,Nintendo 3DS,3DS,"Mar 27, 2011",8.0,/game/3ds/nintendo-3ds,E,['Nintendo'],"['Hardware', 'Console']"
,Mii Maker,3DS,"Mar 27, 2011",6.1,/game/3ds/mii-maker,,['Nintendo'],"['Miscellaneous', 'General', 'Application']"
,Nintendo 3DS Internet Browser,3DS,"Mar 27, 2011",,/game/3ds/nintendo-3ds-internet-browser,,['Nintendo'],"['Miscellaneous', 'Application']"
87,Pokemon Black Version,DS,"Mar 6, 2011",7.6,/game/ds/pokemon-black-version,E,['Game Freak'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Trainer']"
87,Pokemon White Version,DS,"Mar 6, 2011",7.7,/game/ds/pokemon-white-version,E,['Game Freak'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Trainer']"
78,Dragon Quest VI: Realms of Revelation,DS,"Feb 14, 2011",8.4,/game/ds/dragon-quest-vi-realms-of-revelation,T,['ArtePiazza'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Japanese-Style']"
64,Mario Sports Mix,WII,"Feb 7, 2011",7.8,/game/wii/mario-sports-mix,E,['Square Enix'],"['Sports', 'General', 'General']"
69,Disaster: Day of Crisis,WII,TBA,8.8,/game/wii/disaster-day-of-crisis,,['Monolith Soft'],"['Action', 'General']"
66,Another Code R: A Journey into Lost Memories,WII,TBA,7.8,/game/wii/another-code-r-a-journey-into-lost-memories,,['Cing'],"['Adventure', 'General']"
,Fluidity,WII,TBA 2010,,/game/wii/fluidity,E,['Curve Studios'],"['Action', 'Platformer', 'Platformer', '2D', '3D', '2D']"
,Mario Party 2,WII,"Dec 20, 2010",8.7,/game/wii/mario-party-2,,['Hudson'],"['Miscellaneous', 'Party']"
70,Super Mario All-Stars: 25th Anniversary Edition,WII,"Dec 12, 2010",7.7,/game/wii/super-mario-all-stars-25th-anniversary-edition,E,['Nintendo'],"['Miscellaneous', 'Compilation', 'Compilation']"
86,Fluidity,WII,"Dec 6, 2010",7.8,/game/wii/fluidity,E,['Curve Studios'],"['Action', 'Platformer', 'Platformer', '2D', '3D', '2D']"
79,Golden Sun: Dark Dawn,DS,"Nov 29, 2010",8.2,/game/ds/golden-sun-dark-dawn,E10+,['Camelot Software Planning'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Japanese-Style']"
,Snowpack Park,WII,"Nov 22, 2010",,/game/wii/snowpack-park,E,['Skip Ltd.'],"['Simulation', 'General', 'General']"
87,Donkey Kong Country Returns,WII,"Nov 21, 2010",8.6,/game/wii/donkey-kong-country-returns,E,['Retro Studios'],"['Action', 'Adventure', 'General', 'Platformer', 'Platformer', '2D', '2D']"
79,Mario vs. Donkey Kong: Mini-Land Mayhem,DS,"Nov 14, 2010",8.0,/game/ds/mario-vs-donkey-kong-mini-land-mayhem,E,"['Nintendo', ' Nintendo Software Technology']","['Action', 'Platformer', 'Platformer', '2D', '2D']"
48,FlingSmash,WII,"Nov 7, 2010",7.3,/game/wii/flingsmash,E,['Artoon'],"['Action', 'General', 'General']"
62,PokePark Wii: Pikachu's Adventure,WII,"Nov 2, 2010",7.5,/game/wii/pokepark-wii-pikachus-adventure,E,['Creatures Inc.'],"['Action Adventure', 'Adventure', 'General', 'Fantasy', 'General', 'Fantasy']"
75,Art Academy,DS,"Oct 26, 2010",8.0,/game/ds/art-academy,E,['Headstrong Games'],"['Miscellaneous', 'Edutainment', 'Edutainment']"
73,ThruSpace,WII,"Oct 18, 2010",8.7,/game/wii/thruspace,E,['Keys Factory'],"['Miscellaneous', 'Puzzle', 'Action', 'Puzzle', 'Puzzle', 'Action']"
,Snapdots,DS,"Oct 18, 2010",,/game/ds/snapdots,E,['D4 Enterprise'],"['Miscellaneous', 'Puzzle', 'Action', 'Puzzle', 'Puzzle', 'Action']"
86,Kirby's Epic Yarn,WII,"Oct 17, 2010",8.5,/game/wii/kirbys-epic-yarn,E,['Good-Feel'],"['Adventure', 'General', 'Action', 'Platformer', 'Platformer', '2D', '2D']"
68,Pokemon Ranger: Guardian Signs,DS,"Oct 4, 2010",8.1,/game/ds/pokemon-ranger-guardian-signs,E,['Creatures Inc.'],"['Role-Playing', 'General', 'General']"
68,Wii Party,WII,"Oct 3, 2010",7.9,/game/wii/wii-party,E,['Nd Cube'],"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']"
55,Samurai Warriors 3,WII,"Sep 28, 2010",7.4,/game/wii/samurai-warriors-3,T,['Omega Force'],"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '3D']"
,Nintendo Countdown Calendar,DS,"Sep 20, 2010",,/game/ds/nintendo-countdown-calendar,,['Intelligent Systems'],"['Miscellaneous', 'General', 'General']"
86,Professor Layton and the Unwound Future,DS,"Sep 12, 2010",8.8,/game/ds/professor-layton-and-the-unwound-future,E10+,['Level 5'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
79,Metroid: Other M,WII,"Aug 31, 2010",6.7,/game/wii/metroid-other-m,T,['Team Ninja'],"['Action', 'Action Adventure', 'Shooter', 'Sci-Fi', 'Sci-Fi', 'General', 'Third-Person', 'Sci-Fi']"
,Face Pilot: Fly With Your Nintendo DSi Camera!,DS,"Jul 26, 2010",,/game/ds/face-pilot-fly-with-your-nintendo-dsi-camera!,E,['HAL Labs'],"['Simulation', 'General', 'General']"
45,AquaSpace,WII,"Jul 19, 2010",6.8,/game/wii/aquaspace,E,['Paon Corporation'],"['Miscellaneous', 'General', 'General']"
87,Dragon Quest IX: Sentinels of the Starry Skies,DS,"Jul 11, 2010",8.6,/game/ds/dragon-quest-ix-sentinels-of-the-starry-skies,E10+,['Level 5'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Japanese-Style']"
,Mario Tennis,WII,"Jun 28, 2010",,/game/wii/mario-tennis,E,['Camelot Software Planning'],"['Sports', 'Traditional', 'Tennis']"
87,Sin & Punishment: Star Successor,WII,"Jun 27, 2010",8.5,/game/wii/sin-punishment-star-successor,T,['Treasure'],"['Action', 'General', 'Shooter', 'Shooter', 'Rail', 'Rail']"
68,Art Style: Rotozoa,WII,"Jun 21, 2010",,/game/wii/art-style-rotozoa,E,['Skip Ltd.'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
74,Spin Six,DS,"Jun 21, 2010",,/game/ds/spin-six,E,['Zener Works'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'Puzzle', 'Matching', 'Matching']"
70,100 Classic Books,DS,"Jun 14, 2010",6.2,/game/ds/100-classic-books,,['Genius Sonority Inc.'],"['Miscellaneous', 'General', 'Application']"
,A Kappa's Trail,DS,"Jun 14, 2010",7.8,/game/ds/a-kappas-trail,E,['Brownie Brown'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
76,Flametail,DS,"Jun 7, 2010",,/game/ds/flametail,E,['Mindware'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
82,X-Scape,DS,"May 31, 2010",7.0,/game/ds/x-scape,E10+,['Q-Games'],"['Simulation', 'Action Adventure', 'Sci-Fi', 'Sci-Fi', 'General', 'Space', 'Combat']"
,Phoenix Wright: Ace Attorney Episode 5: Rise From the Ashes,WII,"May 25, 2010",8.0,/game/wii/phoenix-wright-ace-attorney-episode-5-rise-from-the-ashes,T,['Capcom'],"['Adventure', 'First-Person', 'Modern']"
76,Art Style: light trax,WII,"May 24, 2010",,/game/wii/art-style-light-trax,E,['Skip Ltd.'],"['Miscellaneous', 'General', 'General']"
62,Metal Torrent,DS,"May 24, 2010",9.7,/game/ds/metal-torrent,E,['Arika'],"['Action', 'Shooter', 'Shooter', 'Scrolling', 'Scrolling', ""Shoot-'Em-Up"", 'Vertical']"
97,Super Mario Galaxy 2,WII,"May 23, 2010",9.1,/game/wii/super-mario-galaxy-2,E,['Nintendo EAD Tokyo '],"['Action', 'Platformer', 'Platformer', '3D', '3D']"
,Kirby Super Star,WII,"May 17, 2010",8.3,/game/wii/kirby-super-star,E,['Hal'],"['Action', 'Platformer', '2D']"
,Looksley's Line Up,DS,"May 17, 2010",,/game/ds/looksleys-line-up,E,['Good-Feel'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'Hidden Object', 'General', 'Puzzle', 'General']"
70,Photo Dojo,DS,"May 10, 2010",7.2,/game/ds/photo-dojo,E10+,['Nintendo'],"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D']"
83,Picross 3D,DS,"May 3, 2010",8.1,/game/ds/picross-3d,E,['HAL Labs'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'Puzzle', 'Logic', 'Logic']"
,Game & Watch: Flagman,DS,"Apr 19, 2010",,/game/ds/game-watch-flagman,E,['Nintendo'],"['Action', 'General', 'General']"
,Game & Watch: Ball,DS,"Apr 19, 2010",,/game/ds/game-watch-ball,E,['Nintendo'],"['Action', 'General', 'General', 'Arcade']"
,Game & Watch: Donkey Kong Jr.,DS,"Apr 19, 2010",8.0,/game/ds/game-watch-donkey-kong-jr,E,['Nintendo'],"['Action', 'General', 'General']"
,Game & Watch: Vermin,DS,"Apr 5, 2010",,/game/ds/game-watch-vermin,E,['Nintendo'],"['Action', 'Miscellaneous', 'Trivia / Game Show', 'Trivia / Game Show', 'Arcade']"
,Game & Watch: Helmet,DS,"Apr 5, 2010",,/game/ds/game-watch-helmet,E,['Nintendo'],"['Action', 'General', 'General']"
,Game & Watch: Manhole,DS,"Apr 5, 2010",,/game/ds/game-watch-manhole,E,['Nintendo'],"['Action', 'General', 'General']"
,Grill-Off with Ultra Hand!,WII,"Mar 31, 2010",,/game/wii/grill-off-with-ultra-hand!,E,['Nintendo'],"['Action', 'General', 'General']"
,Game & Watch Collection 2,DS,"Mar 31, 2010",,/game/ds/game-watch-collection-2,E,['Nintendo'],"['Miscellaneous', 'Compilation', 'Compilation']"
73,WarioWare D.I.Y. Showcase,WII,"Mar 29, 2010",8.4,/game/wii/warioware-diy-showcase,E,['Intelligent Systems'],"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']"
,Nintendo DSi Metronome,DS,"Mar 29, 2010",8.0,/game/ds/nintendo-dsi-metronome,E,['Nintendo'],"['Miscellaneous', 'General', 'General']"
,Nintendo DSi Instrument Tuner,DS,"Mar 29, 2010",,/game/ds/nintendo-dsi-instrument-tuner,E,['Nintendo'],"['Miscellaneous', 'General', 'General']"
82,WarioWare D.I.Y.,DS,"Mar 28, 2010",8.2,/game/ds/warioware-diy,E,['Intelligent Systems'],"['Miscellaneous', 'General', 'General']"
,America's Test Kitchen: Let's Get Cooking,WII,"Mar 28, 2010",,/game/wii/americas-test-kitchen-lets-get-cooking,,,"['Miscellaneous', 'General']"
87,America's Test Kitchen: Let's Get Cooking,DS,"Mar 28, 2010",6.3,/game/ds/americas-test-kitchen-lets-get-cooking,E,['indieszero'],"['Miscellaneous', 'General', 'General']"
,Game & Watch: Judge,DS,"Mar 22, 2010",,/game/ds/game-watch-judge,E,['Nintendo'],"['Action', 'General', 'General']"
,Game & Watch: Chef,DS,"Mar 22, 2010",,/game/ds/game-watch-chef,E,['Nintendo'],"['Action', 'General', 'General']"
,Game & Watch: Mario's Cement Factory,DS,"Mar 22, 2010",,/game/ds/game-watch-marios-cement-factory,E,['Nintendo'],"['Action', 'General', 'General']"
87,Pokemon HeartGold Version,DS,"Mar 14, 2010",9.1,/game/ds/pokemon-heartgold-version,E,['Game Freak'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Trainer']"
87,Pokemon SoulSilver Version,DS,"Mar 14, 2010",9.2,/game/ds/pokemon-soulsilver-version,E,['Game Freak'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Trainer']"
76,Endless Ocean: Blue World,WII,"Feb 22, 2010",8.8,/game/wii/endless-ocean-blue-world,E10+,['Arika'],"['Adventure', 'General', 'General', '3D', 'Third-Person']"
,Aura-Aura Climber,DS,"Feb 22, 2010",6.0,/game/ds/aura-aura-climber,E,['Nintendo'],"['Action', 'General', 'General']"
84,Spotto!,DS,"Feb 15, 2010",5.8,/game/ds/spotto!,E,['Intelligent Systems'],"['Action', 'Adventure', 'General', 'General']"
73,Link 'n' Launch,DS,"Feb 8, 2010",,/game/ds/link-n-launch,E,['Intelligent Systems'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
,True Swing Golf Express,DS,"Feb 1, 2010",,/game/ds/true-swing-golf-express,E,['T&E Soft'],"['Sports', 'Traditional', 'Golf', 'Sim', 'Sim']"
77,Number Battle,DS,"Jan 25, 2010",6.6,/game/ds/number-battle,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'Logic', 'General']"
69,Glory of Heracles,DS,"Jan 18, 2010",7.4,/game/ds/glory-of-heracles,E10+,['Paon Corporation'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Japanese-Style']"
82,Starship Defense,DS,"Jan 18, 2010",7.5,/game/ds/starship-defense,E,['Q-Games'],"['Strategy', 'Real-Time', 'Sci-Fi', 'Sci-Fi', 'Defense']"
,Touch Solitaire,DS,"Jan 11, 2010",,/game/ds/touch-solitaire,E,['Nintendo'],"['Miscellaneous', 'Board Games', 'Board Games']"
